split,image,area
train,augmented_14536,68083.20000000001
train,augmented_15628,119168.0
train,image_08050,495328.0
train,augmented_7472,65803.37777777776
train,cc55e02215e32307886215ce2315b4af,48323.0
train,image_07363,45257.0
train,ffe2a3a5fccea871f112b5a0632326de,1295.0
train,augmented_8741,569493.3333333334
train,4e1b66a9511567d1926810534746d3ee,61476.0
train,7f3d903c4cf61aa0c5661ca64640f001,1880.0
train,augmented_12147,293927.8222222222
train,augmented_20863,28602.311111111107
train,0f5dc926c2bfce799fe675ffb5dce1e9,42940.0
train,augmented_11466,292838.4
train,augmented_16309,21105.777777777774
train,augmented_4153,413760.0
train,a91ad5002578a45cdecbb035afcc5442,912.0
train,image_04642,242837.0
train,3ac543f53830b552f6de0bb48af7ec80,87014.0
train,augmented_17017,249021.15555555557
train,augmented_18324,34752.0
train,image_02233,383359.0
train,img_resize_1199,582204.0
train,augmented_10778,131712.0
train,augmented_2522,665929.9555555556
train,augmented_13271,849942.7555555556
train,img_resize_2490,453150.0
train,f2a012c56fd7ac48d6673a1c8919ad73,1953.0
train,image_06055,50544.0
train,augmented_9477,11869.866666666672
train,a85eb0f16b08363caee83c3b38b8b12e,10856.0
train,6f04bbe1f8aa535d7a9c30b42773b80e,1258.0
train,fe13ad313fe8aef651a5ff1aa5dc35a2,9844.0
train,8a65911b7d9c0676fcb473cc00288ffd,16485.0
train,image_09366,55401.0
train,f0ea301b580301d5331c706f71716a71,8.0
train,augmented_6744,608256.0
train,augmented_8769,5028.977777777779
train,image_08078,823140.0
train,augmented_15600,107712.0
train,image_00424,349102.0
train,a77ce2a1ecbb207782c33d5ce7c48f3f,525555.0
train,augmented_12609,122867.19999999998
train,image_00342,276012.0
train,augmented_1995,27562.666666666664
train,e4266f8ef521cb3453ea74dd71ed1e55,180.0
train,651d758f2ef73aead2345d28500c692b,3300.0
train,3b56fa2239521d302506c768d33bc2a8,64462.0
train,augmented_15166,179153.06666666668
train,augmented_9311,201417.95555555553
train,image_06733,190755.0
train,augmented_14278,21404.44444444447
train,augmented_6022,232742.39999999997
train,image_09400,613514.0
train,augmented_13517,32021.333333333332
train,image_02555,75336.0
train,augmented_2244,332710.4
train,augmented_19984,6690.133333333331
train,3d8afa0c945463e41c53d48c170dec4e,14196.0
train,augmented_17771,461073.06666666665
train,image_03893,207414.0
train,augmented_18442,949802.6666666666
train,559dc0e03e97f028131853082d426d58,79800.0
train,augmented_4635,121139.2
train,img_resize_1827,359856.0
train,d4b2f2627cb127a8b44c1b15effa190f,1248.0
train,image_04124,107254.0
train,7278eedae0f23db522fe1a0842bdc170,3082.0
train,augmented_11300,8098.13333333333
train,8fa32e5405776dd376a755b1ad7570f4,3038.0
train,image_02541,197496.0
train,augmented_19990,61889.422222222216
train,augmented_2250,116942.22222222222
train,augmented_17765,16088.177777777784
train,image_03887,445805.0
train,augmented_18456,29721.6
train,img_resize_1833,163184.0
train,augmented_4621,29129.955555555556
train,00a257cb17325152e35c0ccd17e3ad51,280.0
train,59f6bfc3d2955cda559515fd7b623141,35308.0
train,9ab830e9511c93cbdcac278cca5711df,4536.0
train,augmented_19748,490737.77777777775
train,66c4d6ecb096864c9b01f60027b89ff5,65562.0
train,image_04130,332114.0
train,augmented_11314,83327.99999999999
train,e54e59a2208cfae90631ec357173a560,2070.0
train,456fde4cdb9a4677117f33c3c9e69685,76874.0
train,image_00356,64904.0
train,a931bda4dbe8d94256c746d196dc91f5,7.0
train,445f056618b362cb8b75ded3dfac0f6d,1054.0
train,image_07439,535950.0
train,augmented_1981,153080.88888888888
train,augmented_15172,57685.333333333336
train,augmented_7328,513638.39999999997
train,image_06727,370579.0
train,080dabe13d6a734b0d3b0fa4e80574e9,5915.0
train,augmented_9305,152768.0
train,d741117fd79b25efeb5e4e6b63673545,8502.0
train,image_09414,518847.0
train,augmented_6036,437422.93333333335
train,7f37ee56d526aeadbba79358a9243f8e,22925.0
train,augmented_13503,14508.088888888891
train,augmented_1759,86476.8
train,image_01048,53721.0
train,augmented_13265,6084.266666666666
train,48633f212e2d70c6cf4efdb97bef769a,61601.0
train,img_resize_2484,288765.0
train,augmented_9463,378688.0
train,image_06041,90020.0
train,augmented_6750,103352.88888888889
train,image_09372,863580.0
train,6b266c875628bdf6a2d38281cbf892a2,22165.0
train,40efb64314d88b6bdd0157dcd44295b3,23688.0
train,augmented_15614,62478.22222222223
train,4abc4dad6ae653e12773f7151c576952,7920.0
train,augmented_6988,631159.4666666667
train,image_00430,97580.0
train,image_03139,34242.0
train,augmented_20877,813329.0666666667
train,augmented_11472,59673.600000000006
train,augmented_3628,355797.3333333333
train,augmented_4147,32767.999999999993
train,26152eeab474778ce172abe73a48dd00,660.0
train,27634006fe4d89dea0af4c1b1d0920a5,2438.0
train,image_04656,529616.0
train,augmented_17003,98786.1333333333
train,fbd661bc45b04f3bec2d99ec4a174cdd,31875.0
train,augmented_5259,355783.1111111111
train,image_05548,40293.0
train,augmented_18330,65894.4
train,d623376485c4ab27090e904022b7bc21,4752.0
train,image_02227,250035.0
train,augmented_2536,72345.59999999999
train,augmented_20320,628915.2
train,4dda4211c537d91eb9d9ae2fa9872333,252525.0
train,img_resize_989,763130.0
train,699110b04457e433a1a5f53d44c4ddb8,124773.0
train,f858f79bc8a725a0d14b0b562b9ca83a,3564.0
train,img_resize_1402,13.0
train,img_resize_751,513474.0
train,74a2275a3076fa8040138789e1ee0bab,27956.0
train,augmented_18867,684100.2666666667
train,223703a207e007e9dc80b87f9ba7225c,1036.0
train,augmented_258,268720.3555555556
train,augmented_16692,24746.66666666667
train,image_02970,197911.0
train,a6192b1ada6ae8fef8ae19f31ae446c8,2.0
train,7d3d22d137171c6c7b8ce803b4d91c67,1710.0
train,augmented_13932,317363.2
train,97e9915011e4284fb15f1cdf74d00ba4,2700.0
train,6a85a8ec90749a3d5509f71445672a65,858464.0
train,image_09825,648168.0
train,image_07808,393756.0
train,augmented_14085,250530.13333333333
train,image_00801,120692.0
train,d85411c2fa1db3622308af8790aca09a,770.0
train,augmented_12392,28626.488888888896
train,augmented_9852,38398.57777777778
train,4d70be21e0638f94f9fd868578dae7a2,304968.0
train,f304a28b39f2192bcf755f28798b3598,20.0
train,augmented_8594,71680.0
train,image_08285,388206.0
train,aa476d78bb295ced6d5a48458e689a4d,580.0
train,dff2f83133d539d05e3cc957f70d82d6,2352.0
train,a34f961147632ba12377f2bfa6ff030a,8944.0
train,augmented_2907,117694.57777777777
train,b192ec3e93c3be6f6c032f1987a7ee8b,6.0
train,image_05979,774200.0
train,9c4df4a970c3d34b9e139fc0c53fb0e8,80.0
train,img_resize_1364,34235.0
train,augmented_10585,48524.8
train,augmented_20446,139349.33333333334
train,augmented_11843,33609.955555555556
train,bbb1a8d96fe405b11a61a3eccf6311ec,7384.0
train,1f6a3b042d7464213794dc0899fee962,940.0
train,augmented_2913,35200.00000000001
train,08289b705c98bd613b0ad4d909680c59,21816.0
train,1f7e68634e90943b08fc5d52c4760905,3034.0
train,29417a9074f0730a7a5cb606ff1c39f6,20056.0
train,a45115cc8ec4b7e8706ec9a243f1947b,4784.0
train,img_resize_1370,345306.0
train,8e658ff9338f6ba6f49a53b6f305f495,567.0
train,augmented_10591,47086.93333333333
train,augmented_20452,301761.4222222222
train,augmented_11857,31914.666666666657
train,image_00815,553832.0
train,augmented_13098,1631.2888888888874
train,41aa25d6d71cd3ea2131177c912a379a,6885.0
train,8a7803cb14fe48d75ca979e3226e0a37,11960.0
train,img_resize_2679,348566.0
train,augmented_9846,377834.6666666667
train,augmented_12386,115922.48888888888
train,fbbac1908e44440adabfae28b31eb7b6,9646.0
train,augmented_8580,7765.333333333333
train,d2d51b0924f111e40a65e14eae6bd63e,2409.0
train,image_08291,74391.0
train,augmented_13926,34986.66666666668
train,d42b8ad7e958fc341e30ce4c1c456200,480.0
train,image_09831,263340.0
train,ebbfc9a4a71966d74dc5cdba5180d0bb,19982.0
train,augmented_14091,122194.48888888888
train,c18bbad8521239b80d5af14b020ee713,23424.0
train,augmented_17598,274955.3777777778
train,51294c48eee67250fddbbb9b13a59a1a,12008.0
train,augmented_20334,29491.2
train,481c54b9fc55d967f40440ab5d6ffbf8,2408.0
train,img_resize_1416,574275.0
train,img_resize_745,221130.0
train,augmented_18873,421418.6666666667
train,augmented_16686,43293.86666666667
train,image_02964,467038.0
train,fb914acfdce597936af85a33bb6de306,1040.0
train,cd11de51ed36de31617f15abf9ce145c,129922.0
train,c9d9977a0cfea93ba1c5291881a8d7f8,1064.0
train,1ca60bdac87f3a3836fc23a79882bf4b,1739.0
train,image_00183,374400.0
train,b1ed74997ad2eea44067f5c709d080ab,5712.0
train,15124b8d6ce826dd21df49dfdaaf9a1a,572.0
train,image_09819,74932.0
train,img_resize_2137,512850.0
train,813a4e9b5e3e46f7efe0482de3b5570a,12000.0
train,image_07834,853247.0
train,06256d370aa565975f12e29578ca6fa6,1551.0
train,884e035f7cb2edabe3a5870e6b2c566f,10246.0
train,53a00363720505db0ba07456d20bd8e3,322428.0
train,augmented_18683,27576.888888888894
train,e3319f7870254b41a9e0d75f6b786dac,9922.0
train,augmented_2085,967.1111111111115
train,augmented_16876,38774.044444444444
train,image_02794,51728.0
train,augmented_264,376064.0
train,augmented_5932,290611.2
train,e228eb10e319c11ede670c064ae95e18,2.0
train,7f58008c0807988e5f77dc7ab5965e60,3072.0
train,aec80e3940f1c4cb86d9f5213a7f76b1,18768.0
train,img_resize_5,13.0
train,image_04483,260952.0
train,augmented_4392,55547.73333333336
train,augmented_502,388959.28888888884
train,image_05945,90630.0
train,453c9c3bc0c0925543df20382c09c0b7,2688.0
train,4f86fdeafa232b9a5d23ec373d50af97,1862.0
train,f043e2cb1049790ea7ca66541e675747,740.0
train,img_resize_1358,146150.0
train,augmented_6585,22264.888888888898
train,0fbf26ff7dbf42be952ca4b0a0c6fe09,2.0
train,image_06294,209890.0
train,augmented_7843,43084.799999999996
train,img_resize_2651,86100.0
train,4f227a10d779acb250ec6f7f9c1e19e1,2365.0
train,augmented_14907,75946.66666666666
train,img_resize_2889,645513.0
train,c52a662cbb3ae70f321736e07353672f,2160.0
train,de5b5e83eb1361bd3eb7fd6cba6d0bc1,9798.0
train,2718e11aad760bd1e1ed2068b0f8fde9,1107.0
train,04688acb2dc8a923a7138111100d31bd,38398.0
train,9843fcd5ba3ad5ceb1df406ad5aa6d67,267582.0
train,augmented_6591,30560.71111111111
train,7b8dea6b1aa54c9e4552e1896cdf411b,28050.0
train,image_00829,534234.0
train,image_06280,270774.0
train,d8eee37cb5ea1b623d7b23e6c1da5409,26565.0
train,img_resize_2645,739296.0
train,augmented_7857,30850.844444444447
train,0346ea943cf15bfe7dce1c9334fb7ee3,3276.0
train,2be6e134c2a46c5d72ae56035b29ca48,31968.0
train,augmented_14913,648391.1111111111
train,ec78be2f77283c1f4a41e2fa73948f12,8.0
train,image_04497,652380.0
train,augmented_4386,87552.0
train,6c236099cb3eb87774d93865ca1f9cb4,11184.0
train,image_05951,50380.0
train,augmented_516,448324.2666666667
train,7219c4684354e2748d6037aec6ab3b0d,6138.0
train,44c25b5ac07ba9fb8e141ad785b3af27,23829.0
train,image_05789,852424.0
train,2ef882ac7d8878a45c477d44149d741d,3264.0
train,augmented_5098,406870.7555555555
train,ac27a5ca102f2166cfb028f5f2dc9804,10974.0
train,cf52e805966cb6395488fd88b3ff23f5,11772.0
train,augmented_18697,526392.8888888888
train,a2bd45c059ae3b9233068450a930257b,20412.0
train,6ad21e607ef21bacd5557b539a39e859,266904.0
train,augmented_20308,2321.066666666666
train,augmented_2091,11737.600000000002
train,augmented_16862,162291.19999999998
train,image_02780,624676.0
train,augmented_270,112091.02222222222
train,img_resize_779,15.0
train,augmented_5926,119.46666666666624
train,augmented_19589,715461.6888888889
train,image_02958,304583.0
train,55f135517e5081d0f28e39b69188bae0,2805.0
train,63d8cabe1eb345c0bbb72db88d9455fd,5460.0
train,4b7ce2c4554575baa70b8ba6525a3f3d,7875.0
train,8d345e32b6534563554576c8a2b7d78a,11739.0
train,image_00197,318348.0
train,549beef976ba94eba4d5995a9df1876a,22230.0
train,image_01289,183478.0
train,img_resize_2123,315867.0
train,image_07820,601200.0
train,augmented_1598,3046.3999999999965
train,001013fb356cccac1cdebd62bd01b12e,10434.0
train,27dd33c1fe38ab1a2aa542269c105ce9,1748.0
train,augmented_13729,82700.8
train,augmented_1573,122993.77777777775
train,image_01262,449631.0
train,augmented_14046,490888.5333333333
train,augmented_8231,384307.19999999995
train,19aa5e701ce44d97f1da931e72258973,7820.0
train,d95b45420a7bca1dcd9e84b28b096338,370520.0
train,image_07613,208600.0
train,augmented_15358,18477.51111111111
train,augmented_7102,813836.7999999999
train,image_08520,97121.0
train,71601204dd24d0f604ac0ed9c7ba6705,1024.0
train,augmented_12437,99.55555555555634
train,ded84c022134f2c6b6a1ba1871922885,230466.0
train,img_resize_792,1029936.0
train,image_03475,650520.0
train,augmented_3364,181888.0
train,d7da7436eb1f1724569f3d67100af71c,2.0
train,augmented_16651,955.7333333333331
train,6078f3bb69dc2ca512e109bab3ab3249,56108.0
train,ff6a475981bbce520b0f3a4bbb10e239,53636.0
train,augmented_19562,16767.999999999993
train,cc535ec4e3ddc63c8f01065b821b2a73,806.0
train,cd463a5814a39ec8f4843548dcdc3659,7742.0
train,augmented_5715,315827.2
train,image_05004,149632.0
train,augmented_16889,661145.6
train,1fcb60f3dc4276b9a30cfe292fb09549,10900.0
train,augmented_10220,76117.33333333331
train,augmented_10546,295.8222222222221
train,361a62da98eb1c7a6148cc712775ee98,2451.0
train,augmented_17229,32657.066666666662
train,augmented_5073,6758.400000000001
train,augmented_20485,59840.00000000001
train,augmented_11880,19535.644444444442
train,image_05762,478800.0
train,0622ac6d3b765c2c04299a755adf2bb9,43232.0
train,augmented_16137,49287.11111111111
train,0d400f735fa1847bea2eab2dda549b03,2.0
train,augmented_19204,174209.42222222226
train,image_03313,40158.0
train,augmented_11658,239667.19999999998
train,655fa05e65d106ad90bc9fe067131b45,9796.0
train,augmented_3402,96785.06666666667
train,15f1a51e50623dc8ce60321f2cef4793,1086426.0
train,augmented_12351,90106.3111111111
train,augmented_9891,99655.11111111111
train,8474f6f93a9d08617a15cf571ae75849,1952.0
train,65a239b060da7f6700d79130f95082fa,17201.0
train,3d30acdba8c5b6318bb544d829a12bcc,25452.0
train,image_07175,749870.0
train,augmented_8557,124088.88888888889
train,9c4c81b970cd0725f137ade89007e424,11445.0
train,30116e5da8b5b9c7a5662be87ca87706,7990.0
train,image_08246,57680.0
train,img_resize_2876,240580.0
train,augmented_7664,82773.33333333333
train,f8194058925c6b786c28c02eb9cca115,58410.0
train,augmented_9649,1257.2444444444445
train,image_09158,45724.0
train,augmented_14720,385826.1333333333
train,d019ccb633e7172b83029792e17d994f,1904.0
train,augmented_1215,326988.80000000005
train,image_01504,431832.0
train,718f2d331d87333edcb70d60f5b26eef,5016.0
train,ea69a7ba0669f54fb195e2cbc938c37a,13293.0
train,augmented_9885,374826.6666666666
train,augmented_12345,79381.33333333336
train,augmented_8543,20935.11111111111
train,image_07161,440496.0
train,augmented_7670,367613.15555555554
train,img_resize_2862,5346.0
train,image_08252,397850.0
train,augmented_14734,7537.777777777787
train,augmented_1201,50807.466666666674
train,7ac2a6ddfe38e0a4c56391a8b3b21807,8.0
train,image_01510,40964.0
train,image_02019,734500.0
train,d9b0022747d0d1067abbf439d06fce1d,4680.0
train,augmented_10552,333593.6
train,augmented_2708,9676.799999999996
train,augmented_20491,627.1999999999978
train,augmented_5067,1046.755555555557
train,116fc427d58323778712e89d4d59994d,6.0
train,augmented_11894,42191.64444444444
train,image_05776,649026.0
train,augmented_16123,187662.22222222222
train,00d13ee2564966af13cdc2640fd3af42,6.0
train,augmented_4379,162112.00000000003
train,image_04468,90516.0
train,6b23fbaf6a656d8965df07a591cbbe08,18972.0
train,augmented_19210,290423.4666666666
train,image_03307,2950.0
train,augmented_3416,2252.8
train,c33d271178e25d6d011eb7e3f5dcb893,39340.0
train,b35f990eeb8e86bcdff058ea5aa8d7ba,371898.0
train,image_03461,613376.0
train,img_resize_786,431424.0
train,augmented_3370,2562.8444444444413
train,0a6ffb1847d58b4230ced630dcdacff1,576156.0
train,augmented_16645,346860.08888888895
train,augmented_19576,604194.1333333334
train,augmented_5701,12433.066666666666
train,augmented_18668,7038.577777777776
train,image_05010,368391.0
train,augmented_10234,373168.3555555556
train,62f59d99247d7655974b000ee9d65779,4.0
train,augmented_1567,269994.6666666667
train,52e7ff143752af7e944745a6d68b69ae,13230.0
train,46c436814f5e8cd9c76e5c615ec23fac,4.0
train,image_01276,681770.0
train,image_06519,116725.0
train,augmented_14052,93644.79999999999
train,ce7ad9227c9a9d27da5b27e3d0d2a43f,2.0
train,augmented_6208,21339.022222222226
train,image_07607,38642.0
train,augmented_8225,49917.15555555555
train,image_08534,211509.0
train,augmented_7116,111957.33333333334
train,7c36ce5ca41d76099fd433cb883d9e13,3956.0
train,5a91ec20d2b9036c94ae240965a6b2b2,2352.0
train,augmented_12423,305152.0
train,image_00168,615160.0
train,augmented_11102,418451.91111111117
train,augmented_3358,55061.333333333336
train,augmented_18898,49.7777777777776
train,d6383de961c3143229c5aebde06d8aad,10302.0
train,c79468a962a2f51c7c1b03d13b08852d,2.0
train,36998308e98c8a4b7da3c04e71473483,24840.0
train,fd0c852a172e19e097dc994c5b46e4c6,29393.0
train,image_03449,119477.0
train,image_04326,173950.0
train,augmented_4437,204549.6888888889
train,image_05038,27251.0
train,95c76c7825a3467746715aeed9b9d175,1230.0
train,augmented_18640,213469.86666666667
train,augmented_17573,217856.0
train,img_resize_976,136728.0
train,augmented_5729,8800.711111111108
train,augmented_2046,9949.866666666667
train,ba55c0205ac17ce8bb8b13ba3b5a4f06,48896.0
train,81f333987fe8252708513b2f60b7e494,1890.0
train,image_02757,77064.0
train,b368adde90d8641cf3519c598ecd0406,71820.0
train,augmented_13715,995.5555555555563
train,082ded8a5385a5ae9732b3ce748be525,12.0
train,image_09602,553541.0
train,augmented_6220,10558.57777777778
train,image_06531,650508.0
train,d1fe3020f3862e98014815cb0ba249c2,3.0
train,augmented_9113,26476.088888888888
